Title,Year,Runtime,Genre,IMDB Rating,Grosses
Hansel & Gretel: Witch Hunters,(2013),88,"['Action', 'Fantasy', 'Horror']",6.1,226349749

Valerian and the City of a Thousand Planets,(2017),136,"['Action', 'Adventure', 'Fantasy']",6.4,225973340

Good Will Hunting,(1997),126,"['Drama', 'Romance']",8.3,225933435

Shaonian de ni,(2019),135,"['Crime', 'Drama', 'Romance']",7.5,225918798

Ford v Ferrari,(2019),152,"['Action', 'Biography', 'Drama']",8.1,225508210

Jumper,(2008),88,"['Action', 'Adventure', 'Sci-Fi']",6.1,225132113

The Social Network,(2010),120,"['Biography', 'Drama']",7.8,224920375

Chicken Run,(2000),84,"['Animation', 'Adventure', 'Comedy']",7.1,224874811

Con Air,(1997),115,"['Action', 'Crime', 'Thriller']",6.9,224012234

Interview with the Vampire: The Vampire Chronicles,(1994),123,"['Drama', 'Fantasy', 'Horror']",7.5,223664608

Flightplan,(2005),98,"['Drama', 'Mystery', 'Thriller']",6.3,223387299

Yes Man,(2008),104,"['Comedy', 'Romance']",6.8,223241637

Non-Stop,(2014),106,"['Action', 'Mystery', 'Thriller']",6.9,222809600

"Honey, I Shrunk the Kids",(1989),93,"['Adventure', 'Comedy', 'Family']",6.4,222724172

Fahrenheit 9/11,(2004),122,"['Documentary', 'Drama', 'War']",7.5,222446882

Wild Wild West,(1999),106,"['Action', 'Comedy', 'Sci-Fi']",4.9,222104681

Wo he wo de fu bei,(2021),157,['Drama'],6,221831086

Geostorm,(2017),109,"['Action', 'Sci-Fi', 'Thriller']",5.3,221600160

Presumed Innocent,(1990),127,"['Mystery', 'Thriller']",6.9,221303188

Jungle Cruise,(2021),127,"['Action', 'Adventure', 'Comedy']",6.6,220889446

Scary Movie 3,(2003),84,['Comedy'],5.5,220673217

Collateral,(2004),120,"['Action', 'Crime', 'Drama']",7.5,220239925

Inferno,(I) (2016),121,"['Action', 'Adventure', 'Crime']",6.2,220021259

Knocked Up,(2007),129,"['Comedy', 'Romance']",6.9,219922417

Green Lantern,(2011),114,"['Action', 'Adventure', 'Sci-Fi']",5.5,219851172

What Happens in Vegas,(2008),99,"['Comedy', 'Romance']",6.1,219375562

It's Complicated,(2009),121,"['Comedy', 'Drama', 'Romance']",6.5,219103655

The Terminal,(2004),128,"['Comedy', 'Drama', 'Romance']",7.4,219100084

Little Women,(2019),135,"['Drama', 'Romance']",7.8,218843645

Captain Phillips,(2013),134,"['Action', 'Biography', 'Crime']",7.8,218791811

The Prince of Egypt,(1998),99,"['Animation', 'Adventure', 'Drama']",7.2,218613188

Jack Reacher,(2012),130,"['Action', 'Mystery', 'Thriller']",7,218340595

Kingdom of Heaven,(2005),144,"['Action', 'Adventure', 'Drama']",7.2,218122627

The Emoji Movie,(2017),86,"['Animation', 'Adventure', 'Comedy']",3.4,217776646

Zhe ge sha shou bu tai leng jing,(2022),109,['Comedy'],6.1,217254604

Dracula Untold,(2014),92,"['Action', 'Drama', 'Fantasy']",6.2,217124280

Central Intelligence,(2016),107,"['Action', 'Comedy', 'Crime']",6.3,216972543

Million Dollar Baby,(2004),132,"['Drama', 'Sport']",8.1,216763646

The Help,(2011),146,['Drama'],8.1,216639112

Twins,(1988),107,"['Comedy', 'Crime']",6.1,216614388

Valentine's Day,(I) (2010),125,"['Comedy', 'Romance']",5.7,216528528

Bad Teacher,(2011),92,"['Comedy', 'Romance']",5.6,216197492

Smile,(V) (2022),115,"['Horror', 'Mystery', 'Thriller']",6.5,216135048

Song ni yi duo xiao hong hua,(2020),122,"['Drama', 'Family']",6.7,216000000

The Croods: A New Age,(2020),95,"['Animation', 'Adventure', 'Comedy']",6.9,215905815

Clear and Present Danger,(1994),141,"['Action', 'Crime', 'Drama']",6.9,215887717

One Hundred and One Dalmatians,(1961),79,"['Animation', 'Adventure', 'Comedy']",7.3,215880014

Ted 2,(2015),115,['Comedy'],6.3,215863606

Dracula,(1992),128,"['Drama', 'Fantasy', 'Horror']",7.4,215862692

Vertical Limit,(2000),124,"['Action', 'Adventure', 'Drama']",5.9,215663859

Ghostbusters II,(1989),108,"['Action', 'Comedy', 'Fantasy']",6.6,215394738

The Patriot,(2000),165,"['Action', 'Drama', 'History']",7.2,215294342

The Sorcerer's Apprentice,(2010),109,"['Action', 'Adventure', 'Family']",6.1,215283742

Just Go with It,(2011),117,"['Comedy', 'Romance']",6.4,214945591

The Expendables 3,(2014),126,"['Action', 'Adventure', 'Thriller']",6.1,214657577

Dirty Dancing,(I) (1987),100,"['Drama', 'Music', 'Romance']",7,214577242

Creed II,(2018),130,"['Action', 'Drama', 'Sport']",7.1,214215889

Smallfoot,(2018),96,"['Animation', 'Adventure', 'Comedy']",6.6,214115531

Public Enemies,(2009),140,"['Action', 'Biography', 'Crime']",7,214104620

The Bourne Identity,(2002),119,"['Action', 'Mystery', 'Thriller']",7.9,214034224

Disclosure,(1994),128,"['Drama', 'Thriller']",6.1,214015089

Pulp Fiction,(1994),154,"['Crime', 'Drama']",8.9,213928762

The Aviator,(2004),170,"['Biography', 'Drama']",7.5,213719942

Wo hu cang long,(2000),120,"['Action', 'Adventure', 'Drama']",7.9,213525736

Braveheart,(1995),178,"['Biography', 'Drama', 'History']",8.4,213216216

Into the Woods,(2014),125,"['Adventure', 'Comedy', 'Drama']",5.9,212902372

Bedtime Stories,(2008),99,"['Adventure', 'Comedy', 'Family']",6,212874864

Miss Congeniality,(2000),109,"['Action', 'Comedy', 'Crime']",6.3,212742720

Entrapment,(1999),113,"['Action', 'Crime', 'Romance']",6.3,212404396

Ace Ventura: When Nature Calls,(1995),90,"['Adventure', 'Comedy', 'Crime']",6.4,212385533

End of Days,(1999),122,"['Action', 'Fantasy', 'Horror']",5.8,211989043

Bridget Jones's Baby,(2016),123,"['Comedy', 'Drama', 'Romance']",6.5,211952420

Fury,(2014),134,"['Action', 'Drama', 'War']",7.5,211822697

Battle: Los Angeles,(2011),116,"['Action', 'Adventure', 'Sci-Fi']",5.7,211819354

Australia,(2008),165,"['Adventure', 'Drama', 'Romance']",6.6,211787511

Due Date,(2010),95,"['Comedy', 'Drama']",6.5,211780824

Master and Commander: The Far Side of the World,(2003),138,"['Action', 'Adventure', 'Drama']",7.4,211622535

A Series of Unfortunate Events,(2004),108,"['Adventure', 'Comedy', 'Family']",6.8,211468235

The Little Mermaid,(1989),83,"['Animation', 'Adventure', 'Family']",7.6,211343479

Qi ji · Ben xiao hai,(2022),106,"['Comedy', 'Drama']",6.6,211019042

District 9,(2009),112,"['Action', 'Sci-Fi', 'Thriller']",7.9,210888950

Moonraker,(1979),126,"['Action', 'Adventure', 'Sci-Fi']",6.2,210308099

The Others,(2001),101,"['Horror', 'Mystery', 'Thriller']",7.6,209947037

Horrible Bosses,(2011),98,"['Comedy', 'Crime']",6.9,209838559

Hou lai de wo men,(2018),120,"['Drama', 'Romance']",7.4,209221380

Red Dragon,(2002),124,"['Crime', 'Drama', 'Thriller']",7.2,209196298

Tomorrowland,(2015),130,"['Action', 'Adventure', 'Family']",6.4,209035668

Me Before You,(2016),106,"['Drama', 'Romance']",7.4,208314186

Safe House,(2012),115,"['Action', 'Thriller']",6.7,208076205

S.W.A.T.,(2003),117,"['Action', 'Adventure', 'Crime']",6,207725639

The Fast and the Furious,(2001),106,"['Action', 'Crime', 'Thriller']",6.8,207517509

Traffic,(2000),147,"['Crime', 'Drama', 'Thriller']",7.6,207515725

DC League of Super-Pets,(2022),105,"['Animation', 'Action', 'Adventure']",7.1,207357117

Paranormal Activity 3,(2011),83,"['Horror', 'Mystery']",5.8,207039844

Philadelphia,(1993),125,['Drama'],7.7,206678440

The Conjuring: The Devil Made Me Do It,(2021),112,"['Horror', 'Mystery', 'Thriller']",6.3,206431050

Sleepy Hollow,(1999),105,"['Fantasy', 'Horror', 'Mystery']",7.3,206071502

The Holiday,(2006),136,"['Comedy', 'Romance']",6.9,205850169

The Jungle Book,(1967),78,"['Animation', 'Adventure', 'Comedy']",7.6,205843612

Nou fo,(2021),126,"['Action', 'Adventure', 'Crime']",6.5,205842393

London Has Fallen,(2016),99,"['Action', 'Thriller']",5.9,205754447

The Break-Up,(2006),106,"['Comedy', 'Drama', 'Romance']",5.8,205668210

Xi you: Xiang mo pian,(2013),110,"['Action', 'Adventure', 'Comedy']",6.7,205637183

The Ugly Truth,(2009),96,"['Comedy', 'Romance']",6.4,205599393

JFK,(1991),189,"['Drama', 'History', 'Thriller']",8,205405498

Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,(2020),109,"['Action', 'Comedy', 'Crime']",6,205372791

White House Down,(2013),131,"['Action', 'Drama', 'Thriller']",6.3,205366737

A Dog's Purpose,(2017),100,"['Adventure', 'Comedy', 'Drama']",7.2,205035819

Gake no ue no Ponyo,(2008),101,"['Animation', 'Adventure', 'Comedy']",7.6,204826668

Fun with Dick and Jane,(2005),90,"['Comedy', 'Crime']",6.2,204681899

Eat Pray Love,(2010),133,"['Biography', 'Drama', 'Romance']",5.8,204594016

The Addams Family,(2019),86,"['Animation', 'Comedy', 'Family']",5.8,204394183

Ghostbusters: Afterlife,(2021),124,"['Adventure', 'Comedy', 'Fantasy']",7.1,204334455

You Don't Mess with the Zohan,(2008),113,"['Action', 'Comedy']",5.6,204313400

Hairspray,(2007),117,"['Comedy', 'Drama', 'Musical']",6.7,203627753

King Arthur,(2004),126,"['Action', 'Adventure', 'Drama']",6.3,203567857

Yogi Bear,(2010),81,"['Animation', 'Adventure', 'Comedy']",4.6,203509374

Everest,(2015),121,"['Action', 'Adventure', 'Biography']",7.1,203427584

Vanilla Sky,(2001),136,"['Fantasy', 'Mystery', 'Romance']",6.9,203388341

Arrival,(II) (2016),116,"['Drama', 'Mystery', 'Sci-Fi']",7.9,203388186

Need for Speed,(2014),132,"['Action', 'Adventure', 'Thriller']",6.4,203277636

Garfield,(2004),80,"['Animation', 'Adventure', 'Comedy']",5,203172417

Patch Adams,(1998),115,"['Biography', 'Comedy', 'Drama']",6.8,202292902

Teenage Mutant Ninja Turtles,(1990),93,"['Action', 'Adventure', 'Comedy']",6.7,202084756

Kindergarten Cop,(1990),111,"['Action', 'Comedy', 'Crime']",6.2,201957688

Straight Outta Compton,(2015),147,"['Biography', 'Drama', 'History']",7.8,201634991

21 Jump Street,(2012),109,"['Action', 'Comedy', 'Crime']",7.2,201585328

Valkyrie,(2008),121,"['Drama', 'History', 'Thriller']",7.1,201545517

Open Season,(2006),86,"['Animation', 'Adventure', 'Comedy']",6.1,200811689

Cats & Dogs,(2001),87,"['Action', 'Adventure', 'Comedy']",5.1,200687492

The Hunt for Red October,(1990),135,"['Action', 'Adventure', 'Thriller']",7.5,200512643

Percy Jackson: Sea of Monsters,(2013),106,"['Adventure', 'Family', 'Fantasy']",5.7,199850315

Two Weeks Notice,(2002),101,"['Comedy', 'Romance']",6.1,199043471

RED,(2010),111,"['Action', 'Comedy', 'Crime']",7,199006387

Chak dan juen ga 2,(2020),120,"['Action', 'Crime', 'Thriller']",6.6,198921659

City of Angels,(1998),114,"['Drama', 'Fantasy', 'Romance']",6.7,198685114

The Pacifier,(2005),95,"['Action', 'Comedy', 'Drama']",5.6,198636868

50 First Dates,(2004),99,"['Comedy', 'Drama', 'Romance']",6.8,198520934

Total Recall,(I) (2012),118,"['Action', 'Adventure', 'Sci-Fi']",6.2,198467168

Yi chu hao xi,(2018),134,"['Comedy', 'Drama']",6.2,198326350

Lo imposible,(2012),114,"['Adventure', 'Drama', 'History']",7.5,198087212

Ren zai jiong tu: Tai jiong,(2012),105,"['Adventure', 'Comedy', 'Drama']",6.2,197757387

Christopher Robin,(2018),104,"['Adventure', 'Comedy', 'Drama']",7.2,197744377

Jack the Giant Slayer,(2013),114,"['Action', 'Adventure', 'Fantasy']",6.2,197687603

Smurfs: The Lost Village,(2017),90,"['Animation', 'Adventure', 'Comedy']",6,197183546

Zhong guo yi sheng,(2021),129,['Drama'],4.7,197143218

Spy Kids 3: Game Over,(2003),84,"['Action', 'Adventure', 'Comedy']",4.3,197101678

Panic Room,(2002),112,"['Crime', 'Drama', 'Thriller']",6.8,197079546

The Other Woman,(2014),109,"['Comedy', 'Romance']",6,196710396

Stargate,(1994),116,"['Action', 'Adventure', 'Sci-Fi']",7,196567262

Beowulf,(2007),115,"['Animation', 'Action', 'Adventure']",6.3,196393745

The Vow,(2012),104,"['Drama', 'Romance']",6.8,196114570

Anger Management,(2003),106,['Comedy'],6.2,195745823

Tropic Thunder,(2008),107,"['Action', 'Comedy', 'War']",7.1,195702963

The Shape of Water,(2017),123,"['Drama', 'Fantasy', 'Romance']",7.3,195333312

Rocketman,(I) (2019),121,"['Biography', 'Drama', 'Music']",7.3,195320400

The Pelican Brief,(1993),141,"['Crime', 'Drama', 'Mystery']",6.6,195268056

The BFG,(2016),117,"['Adventure', 'Family', 'Fantasy']",6.3,195243411

Downton Abbey,(2019),122,"['Drama', 'Romance']",7.4,194694725

The Intern,(I) (2015),121,"['Comedy', 'Drama']",7.1,194564672

The Curse of the Were-Rabbit,(2005),85,"['Animation', 'Adventure', 'Comedy']",7.5,194137091

Gnomeo & Juliet,(2011),84,"['Animation', 'Adventure', 'Comedy']",5.9,193967670

The Sum of All Fears,(2002),124,"['Action', 'Drama', 'Thriller']",6.4,193921372

Gangs of New York,(2002),167,"['Crime', 'Drama']",7.5,193772504

The Post,(2017),116,"['Biography', 'Drama', 'History']",7.2,193764664

Xi you ji zhi: Sun Wukong san da Baigu Jing,(2016),119,"['Action', 'Adventure', 'Fantasy']",5.9,193678298

Paranormal Activity,(2007),86,"['Horror', 'Mystery']",6.3,193355800

Tenki no ko,(2019),112,"['Animation', 'Drama', 'Fantasy']",7.5,193337225

The Lego Movie 2: The Second Part,(2019),107,"['Animation', 'Action', 'Adventure']",6.6,192456290

The Equalizer,(2014),132,"['Action', 'Crime', 'Thriller']",7.2,192330738

Wu sha,(2019),112,"['Crime', 'Drama', 'Thriller']",6.8,191602146

The Addams Family,(1991),99,"['Comedy', 'Fantasy']",6.9,191502426

The Longest Yard,(2005),113,"['Comedy', 'Crime', 'Sport']",6.4,191466556

The Lost City,(2022),112,"['Action', 'Adventure', 'Comedy']",6.1,190844029

The Santa Clause,(1994),97,"['Comedy', 'Drama', 'Family']",6.5,190539357

Cheaper by the Dozen,(2003),98,"['Comedy', 'Family']",5.9,190538630

The Equalizer 2,(2018),121,"['Action', 'Crime', 'Thriller']",6.7,190400157

Abominable,(2019),97,"['Animation', 'Adventure', 'Comedy']",7,190304772

Hollow Man,(2000),112,"['Action', 'Horror', 'Sci-Fi']",5.8,190213455

Outbreak,(1995),127,"['Action', 'Drama', 'Thriller']",6.6,189859560

So duk 2: Tin dei duei kuet,(2019),99,"['Action', 'Crime']",6,189396380

The X Files,(1998),121,"['Drama', 'Mystery', 'Sci-Fi']",7,189176423

Xin hua lu fang,(2014),116,"['Comedy', 'Drama', 'Romance']",6.4,189017596

Rambo III,(1988),102,"['Action', 'Adventure', 'Thriller']",5.8,189015611

The Secret Life of Walter Mitty,(2013),114,"['Adventure', 'Comedy', 'Drama']",7.3,188133322

Mou seung,(2018),130,"['Action', 'Crime', 'Mystery']",6.8,188116796

Jaws 2,(1978),116,"['Adventure', 'Horror', 'Thriller']",5.8,187884007

12 Years a Slave,(2013),134,"['Biography', 'Drama', 'History']",8.1,187733202

Heat,(1995),170,"['Action', 'Crime', 'Drama']",8.3,187436818

Mr. Popper's Penguins,(2011),94,"['Comedy', 'Family', 'Fantasy']",6,187361754

The Grudge,(2004),91,"['Horror', 'Mystery', 'Thriller']",5.9,187281115

I Now Pronounce You Chuck & Larry,(2007),115,"['Comedy', 'Romance']",5.9,187134117

The Horse Whisperer,(1998),169,"['Drama', 'Romance', 'Western']",6.7,186883563

Walk the Line,(2005),136,"['Biography', 'Drama', 'Music']",7.8,186797986

Jian bing xia,(2015),113,['Comedy'],5.6,186699768

The Jungle Book 2,(2003),72,"['Animation', 'Adventure', 'Comedy']",5.3,186303759

The Final Destination,(2009),82,"['Horror', 'Thriller']",5.1,186167139

Atlantis: The Lost Empire,(2001),95,"['Animation', 'Action', 'Adventure']",6.9,186053725

Inside Man,(2006),129,"['Crime', 'Drama', 'Mystery']",7.6,186003591

The Waterboy,(1998),90,"['Comedy', 'Sport']",6.1,185991646

Hugo,(2011),126,"['Adventure', 'Drama', 'Family']",7.5,185770310

Pitch Perfect 3,(2017),93,"['Comedy', 'Music']",5.8,185400345

Watchmen,(2009),162,"['Action', 'Drama', 'Mystery']",7.6,185382813

The Birdcage,(1996),117,['Comedy'],7.2,185260553

Moulin Rouge!,(2001),127,"['Drama', 'Musical', 'Romance']",7.6,184935320

Snow White and the Seven Dwarfs,(1937),83,"['Animation', 'Adventure', 'Family']",7.6,184925486

Hop,(2011),95,"['Animation', 'Adventure', 'Comedy']",5.4,184367145

Bad Moms,(2016),100,['Comedy'],6.2,183936074

Jupiter Ascending,(2015),127,"['Action', 'Adventure', 'Sci-Fi']",5.3,183887723

Knowing,(2009),121,"['Action', 'Mystery', 'Sci-Fi']",6.2,183658498

102 Dalmatians,(2000),100,"['Adventure', 'Comedy', 'Family']",4.8,183611771

Storks,(2016),87,"['Animation', 'Adventure', 'Comedy']",6.8,183510278

Stand by Me Doraemon,(2014),95,"['Animation', 'Comedy', 'Drama']",7.3,183442714

The Hitman's Bodyguard,(2017),118,"['Action', 'Comedy', 'Crime']",6.9,183428689

Paul Blart: Mall Cop,(2009),91,"['Action', 'Comedy', 'Crime']",5.2,183348429

Wayne's World,(1992),94,"['Comedy', 'Music']",7,183097323

Maverick,(1994),127,"['Action', 'Adventure', 'Comedy']",7,183031272

Mirror Mirror,(I) (2012),106,"['Adventure', 'Comedy', 'Drama']",5.6,183018522

The Man in the Iron Mask,(I) (1998),132,"['Action', 'Adventure', 'Drama']",6.5,182968902

Cape Fear,(1991),128,"['Crime', 'Thriller']",7.3,182291969

The Haunted Mansion,(2003),99,"['Comedy', 'Family', 'Fantasy']",5.1,182290266

Xi you ji: Da nao tian gong,(2014),119,"['Action', 'Adventure', 'Family']",4.9,182206924

While You Were Sleeping,(1995),103,"['Comedy', 'Drama', 'Romance']",6.8,182057016

The Bridges of Madison County,(1995),135,"['Drama', 'Romance']",7.6,182016617

Du cheng feng yun III,(2016),113,"['Comedy', 'Drama']",2.6,181732879

Poseidon,(2006),98,"['Action', 'Adventure', 'Thriller']",5.7,181674817

The First Wives Club,(1996),103,['Comedy'],6.4,181489203

Xuan ya zhi shang,(2021),120,"['Crime', 'Drama', 'Thriller']",6.5,181325565

Scooby-Doo 2: Monsters Unleashed,(2004),93,"['Adventure', 'Comedy', 'Family']",5.2,181239132

Hot Shots!,(1991),84,"['Action', 'Comedy']",6.7,181096164

Road to Perdition,(2002),117,"['Crime', 'Drama', 'Thriller']",7.7,181001478

Kill Bill: Vol. 1,(2003),111,"['Action', 'Crime', 'Drama']",8.2,180906076

The Scorpion King,(2002),92,"['Action', 'Adventure', 'Fantasy']",5.5,180630907

Sweet Home Alabama,(2002),108,"['Comedy', 'Romance']",6.2,180622424

Daddy's Home 2,(2017),100,['Comedy'],6,180613824

Hacksaw Ridge,(2016),139,"['Biography', 'Drama', 'History']",8.1,180563636

Deja Vu,(2006),126,"['Action', 'Crime', 'Sci-Fi']",7.1,180557550

Dangerous Minds,(1995),99,"['Biography', 'Drama']",6.5,179519401

One Piece Film Red,(2022),115,"['Animation', 'Action', 'Adventure']",6.6,179444905

The Dictator,(2012),83,['Comedy'],6.4,179379533

The League of Extraordinary Gentlemen,(2003),110,"['Action', 'Adventure', 'Fantasy']",5.8,179265204

Allegiant,(2016),120,"['Action', 'Adventure', 'Mystery']",5.7,179246868

Daredevil,(2003),103,"['Action', 'Crime']",5.3,179179718

City Slickers,(1991),113,"['Comedy', 'Western']",6.8,179033791

He's Just Not That Into You,(2009),129,"['Comedy', 'Drama', 'Romance']",6.4,178866158

Eagle Eye,(2008),118,"['Action', 'Mystery', 'Thriller']",6.6,178767383

Along Came Polly,(2004),90,"['Comedy', 'Romance']",6,178311729

Flushed Away,(2006),85,"['Animation', 'Action', 'Adventure']",6.6,178281554

Scary Movie 4,(2006),83,['Comedy'],5.1,178262620

Dante's Peak,(1997),108,"['Action', 'Adventure', 'Thriller']",6,178127760

Brokeback Mountain,(2005),134,"['Drama', 'Romance']",7.7,178062759

Patriot Games,(1992),117,"['Action', 'Thriller']",6.8,178051587

Flubber,(1997),93,"['Comedy', 'Family', 'Sci-Fi']",5.3,177977226

Baywatch,(2017),116,"['Action', 'Comedy', 'Crime']",5.5,177856751

Double Jeopardy,(1999),105,"['Crime', 'Drama', 'Mystery']",6.5,177841558

War Horse,(2011),146,"['Action', 'Adventure', 'Drama']",7.2,177584879

Paranormal Activity 2,(2010),91,"['Horror', 'Mystery']",5.7,177512032

How to Lose a Guy in 10 Days,(2003),116,"['Comedy', 'Romance']",6.4,177502387

AVP: Alien vs. Predator,(2004),101,"['Action', 'Adventure', 'Horror']",5.6,177427090

Ying xiong,(2002),120,"['Action', 'Adventure', 'Drama']",7.9,177395557

The 40 Year Old Virgin,(2005),116,"['Comedy', 'Romance']",7.1,177378645

